DESIGNATION MATERIEL;"CATEGORIE";"SOUS CATEGORIE";"N° INV. IRAP";"DESCRIPTION";"Organisme (UPS ou CNRS)";"INVENTORIABLE";"TECHNIQUE";"STATUT";"NOM du FOURNISSEUR";"MONTANT";"ORIGINE CREDITS";"CDE";"CODE COMPTABLE";"REF. MATERIEL - N° série";"groupe thematique";"groupe technique";"Numéro inventaire organisme";"Lieu de stockage";"description lieu";"NOM RESPONSABLE PROJET";"Mail responsable";"Date de mise en service"
IMPRIMANTE DELL 5130 COLOUR;"INFORMATIQUE";;"IRAP09-0817";;"UPS";;;;"DELL";1050,00;"K06P00056";"4500080892";;;;;"383";;;"BARTHE";;
IMPRIMANTE DELL 5130 COLOUR;"INFORMATIQUE";;"IRAP09-0818";;"UPS";;;;"DELL";1050,00;" K06P00056";"4500080892";;;;;;;;"BARTHE";;
IMPRIMANTE DELL 5130 COLOUR;"INFORMATIQUE";;"IRAP09-0819";;"UPS";;;;"DELL";1303,00;"K06P00056";"4500080892";;;;;"2010/464";;;"BARTHE";;
PORTABLE HP ELITE;"INFORMATIQUE";;"IRAP09-0820";;"UPS";;;;"HEWLETT PACKARD ";979,00;"K06P00056";"4500080359";;;;;"28749131";;;"BARTHE";;
PORTABLE 4 8740 W;"INFORMATIQUE";;"IRAP09-0821";;"UPS";;;;"HEWLETT PACKARD ";1716,00;"K06P00051";"4500080357";;;;;"554898";;;"DEVOTO";;
PORTABLE 4 8740 W;"INFORMATIQUE";;"IRAP09-0822";;"UPS";;;;"HEWLETT PACKARD ";1248,00;"K06P00051";"4500080356";;;;;"572874";;;"DEVOTO";;
PORTABLE 62 740 W;"INFORMATIQUE";;"IRAP09-0823";;"UPS";;;;"HEWLETT PACKARD ";1372,00;"K06P00051";"4500080074";;;;;"572878";;;"DEVOTO";;
STATION DE TRAVAIL 28000 ELITE;"INFORMATIQUE";;"IRAP09-0824";;"UPS";;;;"HEWLETT PACKARD ";878,00;"K06P00045";"4500079281";;;;;"572881";;;"LOUARN";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0825";;"UPS";;;;"HEWLETT PACKARD ";1302,00;"K07P000138";"4500078996";;;;;;;;"DANDOURAS";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0826";;"UPS";;;;"HEWLETT PACKARD ";1302,00;" K06P00064";"4500078957";;;;;;;;"D'USTON";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0827";;"UPS";;;;"HEWLETT PACKARD ";1204,00;" K06P00027";"4500078535";;;;;"CNES 767";;;"FRUIT";;
STATION DE TRAVAIL 3Z400;"INFORMATIQUE";;"IRAP09-0828";;"UPS";;;;"HEWLETT PACKARD ";1388,00;" K08P00223";"4500077680";;;;;;;;"AOUSTIN";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0829";;"UPS";;;;"HEWLETT PACKARD ";1207,00;" K06P00056";"4500077644";;;;;;;;"AOUSTIN";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0830";;"UPS";;;;"HEWLETT PACKARD ";1368,00;" K06P00051";"4500077368";;;;;;;;"AOUSTIN";;
PROCURVE 2510-24G;"INFORMATIQUE";;"IRAP09-0831";;"UPS";;;;"INEO COM SUD";1472,00;" K06P00055";"4500076836";;;;;;;;"BARTHE";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0832";;"UPS";;;;"HEWLETT PACKARD ";1372,00;" K06P00028";"4500076091";;;;;;;;"LOUARN";;
STATION DE TRAVAIL;"INFORMATIQUE";;"IRAP09-0833";;"UPS";;;;"HEWLETT PACKARD ";2217,00;"K06P00055";"4500076591";;;;;;;;"LOUARN";;
STATION DE TRAVAIL;"INFORMATIQUE";;"IRAP09-0834";;"UPS";;;;"HEWLETT PACKARD ";1073,00;"K07P000138";"4500076191";;;;;;;;"DANDOURAS";;
PORTABLE;"INFORMATIQUE";;"IRAP09-0835";;"UPS";;;;"HEWLETT PACKARD ";1755,00;" K06P00064";"4500078335";;;;;;;;"MESLIN";;
Serveur PowerEdge R610 DELL(N° Série: 3141W4J);"INFORMATIQUE";;"IRAP10-0836";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"29030680000--INSU096";;;;;"30/09/2010"
Serveur PowerEdge R610 DELL(N°Série : HJ81W4J);"INFORMATIQUE";;"IRAP10-0837";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"29030681000--INSU097";;;;;"30/09/2010"
Serveur PowerEdge R610 DELL(N° Série: 4141W4J);"INFORMATIQUE";;"IRAP10-0838";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"29030682000--INSU098";;;;;"30/09/2010"
Serveur PowerEdge R610 DELL(N° Série: 5141W4J);"INFORMATIQUE";;"IRAP10-0839";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"29030683000--INSU099";;;;;"30/09/2010"
Serveur PowerEdge R610 DELL(N°Série : JJ81W4J);"INFORMATIQUE";;"IRAP10-0840";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"29030706000--INSU100";;;;;"30/09/2010"
Serveur PowerEdge R610 DELL(N°Série : 1K81W4J);"INFORMATIQUE";;"IRAP10-0841";;"CNRS";;;;"DELL";2880,00;"9ADO0263";;21830000;;;;"14030861000--08 2003";;;;;"30/09/2010"
Portable VAIO W115SE ATOM Z550;"INFORMATIQUE";;"IRAP10-0842";;"CNRS";;;;"1028626";1320,03;"9ADO0277";;21830000;;;;"14021413000--LP 1712";;;;;"04/01/2010"
ZEMAX engineering Edition;"OPTIQUE";"LOGICIEL";"IRAP10-0843";;"CNRS";;;;"OPTIMA RESEARCH LTD";3127,00;"9ADO0277";;20530000;;;;"14021332000--35.2002";;;;;"01/01/2010"
Caméra monochrome compacte à détecteur CMOS;"INSTRUMENTATION";;"IRAP10-0844";"CALAS ";"CNRS";;;;"LOT ORIEL";5247,00;"9ADO0277";;21540000;;;;"14021532000--LP 700";"TARBES";;"ROUDIER";;"28/01/2010"
PROCURVE SWITCH;"INFORMATIQUE";;"IRAP10-0845";;"CNRS";;;;"INEO COM SUD";5509,40;"9ADO0277";;21830000;;;;"14021654000--40-2002";;;;;"01/02/2010"
LATITUDE E6400  DELL;"INFORMATIQUE";;"IRAP10-0846";;"CNRS";;;;"DELL";809,00;2292515;;21830000;;;;"14021369000--LP708";;;;;"01/01/2010"
LATITUDE E6400  DELL;"INFORMATIQUE";;"IRAP10-0847";;"CNRS";;;;"DELL";809,00;2292515;;21830000;;;;"14021395000--LP 707";;;;;"01/01/2010"
Flux laminaire mobile type spot 3/3;"INSTRUMENTATION";;"IRAP10-0848";;"CNRS";;;;"ADS LAMINAIRE";3302,30;229233;;21540000;;;;"14021376000--LP/709";;;;;"01/01/2010"
MacBook Pro 13,3" LED/Core";"INFORMATIQUE";;"IRAP10-0849";;"CNRS";;;;"FRANCE SYSTEMES";1083,14;"9ADO0277";;21830000;;;;"14021829000--48 2002";;;;;"24/03/2010"
PRECISION T1500  DELL;"INFORMATIQUE";;"IRAP10-0850";;"CNRS";;;;"DELL";1166,75;273604;;21830000;;;;"29021113000--36200210";;;;;"01/01/2010"
Commutateur HP 2510 48 Ports (RéfJ9280A);"INFORMATIQUE";;"IRAP10-0851";;"CNRS";;;;"INEO COM SUD";2004,96;"9ADO0277";;21830000;;;;"14021486000--LP 710";;;;;"11/01/2010"
Ordinateur Précision M2400;"INFORMATIQUE";;"IRAP10-0852";;"CNRS";;;;"DELL";1165,50;250404;;21830000;;;;"14030523000--LP719";;;;;"12/05/2010"
Ordinateur Précision T1500 DELL;"INFORMATIQUE";;"IRAP10-0853";;"CNRS";;;;"DELL";1267,90;229233;;21830000;;;;"14030407000--05 2003";;;;;"08/05/2010"
Phoenix Caméra Link frame grabber SN : 0695;"INSTRUMENTATION";;"IRAP10-0854";"CALAS ";"CNRS";;;;"ACTIVE SILICON";1185,00;"9ADO0277";;21540000;;;;"29030564000--INSU072";"PIC";;"ROUDIER";;"25/06/2010"
Ordinateur MacBook Pro 15"";"INFORMATIQUE";;"IRAP10-0855";;"CNRS";;;;"FRANCE SYSTEMES";2364,46;"9ADO0277";;21830000;;;;"29030586000--INSU073";;;;;"08/07/2010"
SPEC751170 (N° Série : 01378CE/Z501);"INSTRUMENTATION";;"IRAP10-0856";;"CNRS";;;;"BLACK BOX FRANCE";1048,00;"9ADO0277";;21830000;;;;"14030722000--07/2003";;;;;"05/07/2010"
ORDINATEUR PORTABLE LATITUDE E6510;"INFORMATIQUE";;"IRAP10-0857";;"CNRS";;;;"DELL";1036,00;"9ADO0277";;21830000;;;;"29030678000--INSU094";;;;;"22/09/2010"
ORDINATEUR PRECISION M6500;"INFORMATIQUE";;"IRAP10-0858";;"CNRS";;;;"DELL";1305,00;"9ADO0277";;21830000;;;;"29030679000--INSU095";;;;;"29/09/2010"
Ordinateur MacBook pro 15"(N° Série:SW80420TMAGY)";"INFORMATIQUE";;"IRAP10-0859";;"CNRS";;;;"FRANCE SYSTEMES";1716,39;"9ADO0277";;21830000;;;;"29030760000--INSU102";;;;;"21/10/2010"
Ordinateur Précision M6500 DELL(N° Série: 9ZJ4SN1);"INFORMATIQUE";;"IRAP10-0860";;"CNRS";;;;"DELL";1311,00;"9ADO0277";;21830000;;;;"29030783000--INSU103";;;;;"26/10/2010"
ORDINATEUR PORTABLE PRECISION M6500;"INFORMATIQUE";;"IRAP10-0861";;"CNRS";;;;"DELL";2628,00;250404;;21830000;;;;"14030847000--09 2003";;;;;"06/10/2010"
ORDIANTEUR PORTABLE SONY NETBOOK;"INFORMATIQUE";;"IRAP10-0862";;"CNRS";;;;"INMAC WSTORE MISCO";1149,00;250404;;21830000;;;;"29030759000--INSU101";;;;;"13/10/2010"
SERVEUR DELL-EMC;"INFORMATIQUE";;"IRAP10-0863";;"CNRS";;;;"DELL ";839,00;"9ADO0277";;21830000;;;;"14031278000--17.2003";;;;;"29/11/2010"
ORDINATEUR MACBOOK PRO 13,3"";"INFORMATIQUE";;"IRAP10-0864";;"CNRS";;;;"FRANCE SYSTEMES";2176,87;"9ADO0277";;21830000;;;;"29030952000--182003";;;;;"30/11/2010"
ORDINATEUR LATITUDE E6410;"INFORMATIQUE";;"IRAP10-0865";;"CNRS";;;;"DELL";808,00;250404;;21830000;;;;"14031447000--21.2003";;;;;"30/11/2010"
ORDINATEUR LATITUDE E6410;"INFORMATIQUE";;"IRAP10-0866";;"CNRS";;;;"DELL";1073,00;"9ADO0277";;21830000;;;;"29030851000--112003";;;;;"12/11/2010"
ASTROPHYSIQUE - Sterling Cooler K537 Caméra Infra;"INSTRUMENTATION";;"IRAP10-0867";;"CNRS";;;;"JCM DR Jürgen Christian Müller";11700,00;"9ADO0277";;23150009;;;;"14040072000--2004.02";;;;;"13/12/2010"
ORDINATEUR LATITUDE E4310;"INFORMATIQUE";;"IRAP10-0868";;"CNRS";;;;"DELL";1662,00;"9ADO0277";;21830000;;;;"14040043000--724";;;;;"08/12/2010"
POWER EDGE R710;"INFORMATIQUE";;"IRAP10-0869";;"CNRS";;;;"DELL";3489,00;229233;;21830000;;;;"14040075000--2004.05";;;;;"23/12/2010"
POWER EDGE 2162DS;"INFORMATIQUE";;"IRAP10-0870";;"CNRS";;;;"DELL";1925,00;229233;;21830000;;;;"14040178000--723";;;;;"23/12/2010"
Ordinateur Portable MAC BOOK PRO 15,4" LED/CORE";"INFORMATIQUE";;"IRAP10-0871";;"CNRS";;;;"FRANCE SYSTEMES";1717,07;2292512;;21830000;;;;"14021492000--38.2002";;;;;"25/01/2010"
PRECISION T7500 DELL;"INFORMATIQUE";;"IRAP10-0872";;"CNRS";;;;"DELL";1800,00;2292512;;21830000;;;;"29021236000--200202";;;;;"13/02/2010"
BAIE DE DISQUE;"INFORMATIQUE";;"IRAP10-0873";;"CNRS";;;;"CAPELLA MEDIA";11610,46;2874940;;21540000;;;;"14021483000--LP 711";;;;;"08/01/2010"
VIDEOPROJECTEUR SXGA;"LOGISTIQUE";;"IRAP10-0874";;"CNRS";;;;"IEC SAS";4550,00;2292512;;21540000;;;;"14021737000--34 2002";;;;;"15/02/2010"
PC Portable Précision M4400  DELL;"INFORMATIQUE";;"IRAP10-0875";;"CNRS";;;;"DELL";1958,00;2292512;;21830000;;;;"14021777000--41 2002";;;;;"23/02/2010"
MacBook Pro 15,4"";"INFORMATIQUE";;"IRAP10-0876";;"CNRS";;;;"FRANCE SYSTEMES";2089,74;287991;;21830000;;;;"14021492001--38.2002";;;;;"25/01/2010"
STATION DE TRAVAIL Z800;"INFORMATIQUE";;"IRAP10-0877";;"CNRS";;;;"1027414";3243,40;"9ADO0263";;21830000;;;;"29030474000--062003";;;;;"10/06/2010"
MacBook Pro 15,4"";"INFORMATIQUE";;"IRAP10-0878";;"CNRS";;;;"FRANCE SYSTEMES";2089,73;287991;;21830000;;;;"14021492002--38.2002";;;;;"25/01/2010"
PORTABLE SONY WAIO VPCZ11X5E;"INFORMATIQUE";;"IRAP10-0879";;"CNRS";;;;"SONY EUROPE DIVISION SONY STYLE STORE";2693,98;2292512;;21830000;;;;"29030483000--INSU069";;;;;"14/06/2010"
STATION HP Z800;"INFORMATIQUE";;"IRAP10-0880";;"CNRS";;;;"1027414";5460,28;2292512;;21830000;;;;;;;;;"26/04/2010"
VITRINE AVEC ARMOIRE TYPE 506 AVEC ECLAIRAGE;"INSTRUMENTATION";;"IRAP10-0881";;"CNRS";;;;"FRANKEL";1335,00;2874940;;21540000;;;;"29030484000--INSU068";;;;;"22/06/2010"
PC DE BUREAU HP;"INFORMATIQUE";;"IRAP10-0882";;"CNRS";;;;"1027414";1570,50;268841;;21830000;;;;"29021352000--432002";;;;;"01/04/2010"
Matériel électronique ( XXF-1-6/1  SQUID) +Access.;"ELECTRONIQUE";;"IRAP10-0883";;"CNRS";;;;"MAGNICON GbR";8990,00;2292512;;21540000;;;;"14021916000--713";;;;;"29/03/2010"
Récipient Cryogénique RH65;"INSTRUMENTATION";;"IRAP10-0884";;"CNRS";;;;"AIR LIQUIDE SA ETUDE ET EXPLOITATION DES PROCEDES";5477,98;2292512;;21540000;;;;"29030458000--INSU067";;;;;"01/06/2010"
SERVEUR POWEREDGE R410 INTEL XEON;"INFORMATIQUE";;"IRAP10-0885";;"CNRS";;;;"DELL";1105,00;"9ADO0263";;21830000;;;;"14021856000--46 2002";;;;;"15/04/2010"
PC PORTABLE LATITUDE E6500 DELL;"INFORMATIQUE";;"IRAP10-0886";;"CNRS";;;;"DELL";980,00;273601;;21830000;;;;"14030220000--01.2003";;;;;"20/04/2010"
PC PORTABLE LATITUDE E4300 DELL;"INFORMATIQUE";;"IRAP10-0887";;"CNRS";;;;"DELL";1415,00;2874940;;21830000;;;;"14030272000--LP/715";;;;;"01/05/2010"
ALIMENTATION DC TRIPLE PROGRAMMABLE;"ELECTRONIQUE";;"IRAP10-0888";;"CNRS";;;;"TESTOON";1069,58;2874940;;21540000;;;;"14030473000--LPI716/717/";;;;;"07/05/2010"
Appareil de mesure (des ions) DLD80;"INSTRUMENTATION";;"IRAP10-0889";;"CNRS";;;;"ROENTDEK HANDELS GMBH";17280,00;229238;;21540000;;;;"29030228000--0065";;;;;"22/04/2010"
JAUGE MPT 100;"INSTRUMENTATION";;"IRAP10-0890";;"CNRS";;;;"PFEIFFER VACUUM FRANCE";1236,00;268841;;21540000;;;;"14030206000--2.2003";;;;;"19/04/2010"
MAC BOOK PRO 15,4"";"INFORMATIQUE";;"IRAP10-0891";;"CNRS";;;;"FRANCE SYSTEMES";1562,52;268841;;21830000;;;;"14030418000--03 2003";;;;;"06/05/2010"
Appareil de mesure temps HM1B/Nim;"INSTRUMENTATION";;"IRAP10-0892";;"CNRS";;;;"ROENTDEK HANDELS GMBH";5950,00;2292512;;21540000;;;;"29030439000--INSU064";;;;;"17/05/2010"
CRYOTHERMOSTAT;"INSTRUMENTATION";;"IRAP10-0893";;"CNRS";;;;"AVANTEC";9000,00;268841;;21540000;;;;"29030441000--042003";;;;;"31/05/2010"
MacBook Pro 15" (N° SW80133KJAGV)";"INFORMATIQUE";;"IRAP10-0894";;"CNRS";;;;"FRANCE SYSTEMES";2031,97;2874940;;21830000;;;;"29030621000--INSU075";;;;;"28/07/2010"
PC PORTABLE LATITUDE E4300 DELL (N°3BZ7V4J);"INFORMATIQUE";;"IRAP10-0895";;"CNRS";;;;"DELL";848,00;270661;;21830000;;;;"29030663000--INSU079";;;;;"25/08/2010"
Ordinateur latitude E4300 DELL (N° H9Z7V4J);"INFORMATIQUE";;"IRAP10-0896";;"CNRS";;;;"DELL";982,00;270661;;21830000;;;;"29030664000--INSU080";;;;;"25/08/2010"
PC PORTABLE LATITUDE E4300 DELL (N° FMZ7V4J);"INFORMATIQUE";;"IRAP10-0897";;"CNRS";;;;"DELL";1390,00;270661;;21830000;;;;"29030665000--INSU081";;;;;"25/08/2010"
PC PORTABLE LATITUDE E4300 DELL (N° GMZ7V4J);"INFORMATIQUE";;"IRAP10-0898";;"CNRS";;;;"DELL";1390,00;270661;;21830000;;;;"29030666000--INSU082";;;;;"25/08/2010"
Serveur PowerEdge R910 DELL (N° 7QL6V4J);"INFORMATIQUE";;"IRAP10-0899";;"CNRS";;;;"DELL";17493,00;270661;;21830000;;;;"29030667000--INSU083";;;;;"25/08/2010"
MacBook Pro 15" (N° SW803138AGZ)";"INFORMATIQUE";;"IRAP10-0900";;"CNRS";;;;"DAUCHEZ ADMINISTRATEURS DE BIENS SA";2804,80;287991;;21830000;;;;"29030662000--INSU078";;;;;"05/08/2010"
Serveur PowerEdge R610 DELL (N° 1HR2V4J);"INFORMATIQUE";;"IRAP10-0901";;"CNRS";;;;"DELL";2326,00;270661;;21830000;;;;"29030668000--INSU084";;;;;"25/08/2010"
VIDEOSCOPE ENREGISTREUR;"LOGISTIQUE";;"IRAP10-0902";;"CNRS";;;;"FIXAPRO DIDIER- NEGOFIX";1190,00;2874940;;21540000;;;;"14030728000--LP/720";;;;;"22/07/2010"
CF63 INOX INSERT EN ALU;"INSTRUMENTATION";;"IRAP10-0903";;"CNRS";;;;"PLUG'IN";3910,00;2292512;;21540000;;;;"29030661000--INSU077";;;;;"03/08/2010"
ELECTROMETRE CF63 INOX INSERT EN ALU;"ELECTRONIQUE";;"IRAP10-0904";;"CNRS";;;;"ACAL BFI FRANCE SAS";3165,00;2292512;;21540000;;;;"29030669000--INSU085";;;;;"26/08/2010"
Portable Latitude E6400 DELL (N°8YHNV4J);"INFORMATIQUE";;"IRAP10-0905";;"CNRS";;;;"DELL";813,00;"9ADO0263";;21830000;;;;"29030670000--INSU086";;;;;"01/09/2010"
SYSTEME DE REFROIDISSEMENT;"INSTRUMENTATION";;"IRAP10-0906";;"CNRS";;;;"TRINOS VACUUM SYSTEM GMBH";25059,00;268841;;21540000;;;;"29030675000--INSU091";;;;;"20/09/2010"
SYSTEME DE REFROIDISSEMENT;"INSTRUMENTATION";;"IRAP10-0907";;"CNRS";;;;"TRINOS VACUUM SYSTEM GMBH";2980,00;268841;;21540000;;;;"29030676000--INSU092";;;;;"20/09/2010"
ETUVE BACTERIO IFE400 70° 53L;"INSTRUMENTATION";;"IRAP10-0908";;"CNRS";;;;"FISHER SCIENTIFIC S.A.S";1307,32;268841;;21540000;;;;"29030671000--INSU087";;;;;"15/09/2010"
Ordinateur Port. Latitude DELL (N° 43Z2W4J);"INFORMATIQUE";;"IRAP10-0909";;"CNRS";;;;"DELL";1358,00;2292512;;21830000;;;;"29030674000--INSU090";;;;;"18/09/2010"
ECRAN APPLE MONITEUR 30" (N°CY5210APPKM)";"INFORMATIQUE";;"IRAP10-0910";;"CNRS";;;;"FRANCE SYSTEMES";962,68;2874940;;21830000;;;;"29030673000--INSU089";;;;;"16/09/2010"
Serveur PowerEdge R610 DELL;"INFORMATIQUE";;"IRAP10-0911";;"CNRS";;;;"DELL ";1650,00;"9ADO0263";;21830000;;;;"29030672000--INSU088";;;;;"15/09/2010"
iMac27" (N° Série : SCK0370W0DNR)";"INFORMATIQUE";;"IRAP10-0912";;"CNRS";;;;"FRANCE SYSTEMES";2579,15;"9ADO0263";;21830000;;;;"29030677000--INSU093";;;;;"20/09/2010"
ARCHITECTURE DE STOCKAGE;"INFORMATIQUE";;"IRAP10-0913";;"CNRS";;;;"CAPELLA MEDIA";25914,50;"9ADO0263";;21830000;;;;"29030886000--122003";;;;;"25/11/2010"
POWER EDGE R710;"INFORMATIQUE";;"IRAP10-0914";;"CNRS";;;;"DELL ";4707,00;"9ADO0263";;21830000;;;;"14030920000--10-2003";;;;;"28/10/2010"
SWITCH;"INFORMATIQUE";;"IRAP10-0915";;"CNRS";;;;"INEO COM SUD";7297,44;"9ADO0263";;21830000;;;;"14031228000--16.2003";;;;;"18/11/2010"
SWITCH;"INFORMATIQUE";;"IRAP10-0916";;"UPS";;;;;4938,00;"9AD0263";"14560";;"HP PROCURVE";;;"2010/467";;;;;
Ordinateur Portable Latitude E6510 DELL;"INFORMATIQUE";;"IRAP10-0917";;"CNRS";;;;"DELL";1133,00;2874940;;21830000;;;;"29030612000--INSU071";;;;;"17/07/2010"
ORDINATEUR LATITUDE E6510;"INFORMATIQUE";;"IRAP10-0918";;"CNRS";;;;"DELL";830,99;2292512;;21830000;;;;"14031055000--721";;;;;"15/11/2010"
MONOCHROMATEUR;"OPTIQUE";;"IRAP10-0919";;"CNRS";;;;"EDMUND OPTICS LTD";2096,60;"9ADO0263";;21540000;;;;"14040039000--231203";;;;;"08/12/2010"
ALIMENTATION PROG TRIPLE 80W;"INSTRUMENTATION";;"IRAP10-0920";;"CNRS";;;;"EQUIPEMENTS SCIENTIFIQUES";815,20;2874940;;21540000;;;;"14040073000--2004.03";;;;;"13/12/2010"
GENERATEUR ARBITRAIRE 100MHZ;"INSTRUMENTATION";;"IRAP10-0921";;"CNRS";;;;"EQUIPEMENTS SCIENTIFIQUES";3652,50;2874940;;21540000;;;;"14040074000--2004.04";;;;;"13/12/2010"
ORDINATEUR PRECISION M6500;"INFORMATIQUE";;"IRAP10-0922";;"CNRS";;;;"DELL";1738,00;2292512;;21830000;;;;"14030985000--LP722";;;;;"10/11/2010"
Serveur PV MD3200 DELL (N° : 3GWHX4J);"INFORMATIQUE";;"IRAP10-0923";;"CNRS";;;;"DELL";9641,00;2874940;;21830000;;;;"14040071000--2004.01";;;;;"10/12/2010"
MACBOOK PRO;"INFORMATIQUE";;"IRAP10-0924";;"CNRS";;;;"FRANCE SYSTEMES";1636,41;"9ADO0263";;21830000;;;;"14031504000--2003.15.12";;;;;"03/12/2010"
ORDINATEUR LATITUDE E6510;"INFORMATIQUE";;"IRAP10-0925";;"CNRS";;;;"DELL";814,99;317232;;21830000;;;;"14031161000--19 2003";;;;;"25/11/2010"
SERVEUR;"INFORMATIQUE";;"IRAP10-0926";;"UPS";;;;;7402,00;2874940;"14762";21830000;"POWEREDGE R710";;;"14031227000--15.2003";;;;;"15/11/2010"
MACBOOK PRO 15"";"INFORMATIQUE";;"IRAP11-0927";;"CNRS";;;;"ICONCEPT ";1642,78;28749131;"L00330";21830000;;;;;;;"KNODLSEDER";;"22/02/2011"
ALIMENTATION PROG TRIP ;"INSTRUMENTATION";;"IRAP11-0928";;"CNRS";;;;"EQUIPEMENTS SCIENTIFIQUES";866,15;2292362;"L00333";21540000;;;;"29040398000--INSU111";;;"RAMBAUD";;"10/02/2011"
CAMERA BINOCULAIRE ;"INSTRUMENTATION";;"IRAP11-0929";;"CNRS";;;;"LEICA MICROSYSTEMES ";16697,00;268846;"L00334";21540000;;;;"14040687000--15";;;"HOURET";;"15/02/2011"
SERVEUR POWEREDGE R710 ;"INFORMATIQUE";;"IRAP11-0930";;"CNRS";;;;"DELL ";2004,00;28749131;"L00336";21830000;;;;"29040465000--INSU115";;;"WEBB";;"15/02/2011"
PC PORTABLE PRECISION ;"INFORMATIQUE";;"IRAP11-0931";;"CNRS";;;;"DELL ";1359,00;28749131;"L00337";21830000;;;;"29040538000--INSU117";;;"WEBB";;"25/02/2011"
MACBOOK AIR 13" ";"INFORMATIQUE";;"IRAP11-0932";;"CNRS";;;;"FRANCE SYSTEMES ";1274,20;321803;"L00511";21830000;;;;"14040523000--12";;;"FEDOROV";;"03/02/2011"
SERVEUR POWEREDGE R710 ;"INFORMATIQUE";;"IRAP11-0933";;"CNRS";;;;"DELL ";4707,00;"DOTATION ";"L00013";21830000;;;;"14040863000--CNRS/729";;;"HILLEMBRAND";;"14/03/2011"
MAC BOOK AIR 13" ";"INFORMATIQUE";;"IRAP11-0934";;"CNRS";;;;"FRANCE SYSTEMES ";1274,20;321803;"L00511";21830000;;;;;;;"FEDOROV";;"18/03/2011"
PC PORTABLE CAT 3 CONF ;"INFORMATIQUE";;"IRAP11-0935";;"CNRS";;;;"DELL ";1408,99;"DOTATION ";"L00706";21830000;;;;"29040588000--INSU118";;;;;"03/04/2011"
POMPE A VIDE ;"INSTRUMENTATION";;"IRAP11-0936";;"CNRS";;;;"LEYBOLD VACCUMM ";2015,76;28749131;"L00218";21540000;;;;"14040954000--20";;;"LE COMTE";;"26/03/2011"
ALIMENTATION ;"INSTRUMENTATION";;"IRAP11-0937";;"CNRS";;;;"EQUIPEMENTS SCIENTIFIQUES";1345,50;315654;"L01133";21540000;;;;"14040918000--732";;;"MESLIN";;"29/03/2011"
CAMERA THERMOGRAPHIE I ;"INSTRUMENTATION";;"IRAP11-0938";;"CNRS";;;;"FLIR ATS ";19500,00;2292362;"L00375";21540000;;;;"29040585000--INSU119";;;"RAMBAUD";;"01/04/2011"
ALIMENTATION LABO DC T ;"INSTRUMENTATION";;"IRAP11-0939";;"CNRS";;;;"EQUIPEMENTS SCIENTIFIQUES";1354,50;2292362;"L00333";21540000;;;;"29040399000--INSU114";;;"RAMBAUD";;"10/02/2011"
SERVEUR POWEREDGE R710 ;"INFORMATIQUE";;"IRAP11-0940";;"CNRS";;;;"DELL ";3622,00;"DOTATION ";"L01287";21830000;;;;"29050980000--74";;;;;"27/10/2011"
PC CONFIGURATION 1 Z ;"INFORMATIQUE";;"IRAP11-0941";;"CNRS";;;;"HEWLETT PACKARD ";1459,65;2639819;"L00569";21830000;;;;"29040719000--23";;;"LEE QUI MEI";;"15/04/2011"
ENCEINTE ;"INSTRUMENTATION";;"IRAP11-0942";;"CNRS";;;;"PFEIFFER VACUUM ";5290,00;28749131;"L00278";21540000;;;;"14041092000--CNRS 733";;;"LE COMTE";;"13/04/2011"
PC PORTABLE M6500 17" ";"INFORMATIQUE";;"IRAP11-0943";;"CNRS";;;;"DELL ";1311,00;"DOTATION ";"L01123";21830000;;;;"14041466000--737";;;;;"26/04/2011"
LAVEURS ULTRASONS X-TR ;"INSTRUMENTATION";;"IRAP11-0944";;"CNRS";;;;"FISHER SCIENTIFIC BI ";4181,40;"DOTATION ";"L00816";;;;;"29040810000--21547";;;"COUDERC";;"18/04/2011"
PORTABLE ;"INFORMATIQUE";;"IRAP11-0945";;"CNRS";;;;"DELL ";1002,00;328277;"L01408";21830000;;;;"14041454000--26";;;"PAROT";;"23/04/2011"
portable dell precision M4600;"INFORMATIQUE";;"IRAP11-0946";;"CNRS";;;;"DELL";1297,00;2292362;;21830000;;;;"14041677000--34-2004";;;;;"03/06/2011"
CARTE ELECTRONIQUE FPG ;"ELECTRONIQUE";;"IRAP11-0947";;"CNRS";;;;"ECRIN SYSTEMS ";6200,00;323125;"L01513";21540000;;;;"14040900000--731";;;"RAVERA";;"18/03/2011"
SONDE DE PROGRAMMATION ;"INSTRUMENTATION";;"IRAP11-0948";;"CNRS";;;;"HIREX ENGINEERING ";980,00;268846;"L00469";21540000;;;;"29040846000--INSU121";;;"SOULIE";;"20/04/2011"
